country_id,Country,Country Flag
23,China,"data:image/gif;base64,R0lGODlhdwBQAPd6AO0gJ+0gJ+0gJ+0gJ+0gJ+0gJ+0gJ+0gJ+0gJ+0gJ+0gJ+0gJ+0gJ+0gJ+0gJ+0gJ+0gJ+0hKO0hKO0iKOwiKOskKOskKOskKOskKOskKOskKOskKOskKOskKOskKOskJ+wjJ+wjJuwjJuwjJuwjJuwiJuwiJ+0iJ+0hJ+0hJ+0hJ+0hJ+0hJ+0hJ+0hJ+0gJ+0gJ+0gJ+0gJ+0gJ+0fJ+0fJ+0fJ+0fJ+0fJ+0fJ+0fJ+0gJ+0gJ+0gJ+wgJ+wgJ+wgJ+sgJ+sfJ+sfJusfJusfJuwfJuwfJuweJewdJO0cI+4cIu4cIu4bIu4bIu4bIu4bIe4bIe4bIe0bIO0bH+0aH+0aH+0aH+0aH+wZIOwYIOwXIewVIusUI+sTI+sSJOsRJOsQJesQJesRJesSJesUJuwUJusVJusXJusYJusaJusbJusdJusfJuwgJuwhJuwhJuwhJuwiJuwiJuwjJuwkJuwoJuwrJ+wsJ+wvJ+wyJ+w2J+w7Juw/JutEJ+tLJ+tQJ+tWKOtZKOtdKOtiKOtlKOtpKexsKexwKexyKux1Kux4Kux6Kux+Ku2CK+2HK+2MK+2PK+2SK+2VK+2aK+2fK+2jLO2nLO2rLO2wLO60LO65LO7ALO7KLe7TLe3ZLe7eLu7hLu7jLu7lLu7mLu7oLu7pL+7qL+7rL+7uL+7vL+7xL+/zL+/0L+70L+7zL+/wL+/uL+/tMO/rMO/pMO/oMO/mMO7gMe7VM+3JNuy7OequPemfQOeMRuZ4S+RoT+NgUuJZVOJVVeJTVuFSV+FSV+FSV+FSV+FSV+FSV+FTWOFUWeFVWuBYXd9bYd5fZd1jaN1la91mbN1mbN1mbN1mbdxnbdxnbdxnbdxnbdxnbdxnbdxnbdxnbdxnbdxnbtxobtxpb9xqcNtscdpvdNlzd9l2eth6fdh6fdh7ftd7ftd7ftd7ftd8f9d8f9d8f9d9gNd/gtWDhdSIidOLjNONjdONjtOOjtOOjtKOjtKPkNKQkNKSktKUlNKVlNKVlCH5BAgAAHoALAAAAAB3AFAAAAj+AOV9+0Ztm8GDCBMqXMiwocOHECNKVEjtW7R/zUB80KDhgsePIEOKHBmyI8cLJkmqXMmypcuSGj4sgXeMRYkgboDo3Mmzp8+fP9+8kQAkJ9CjSJMqXeozCIgq546NKHFAgtWrWLNq3ar1gNcSOrxW5Uq2rNmzaLMeAEHFHbESVIGInUu3rl2xLA7k1QGChQQ2dtzcHUy4sOHDduWOuJJOKlW0XllI1ktWbIkLXmiIKXTIzAmxaUOLHq2WrTvHY8/6lVA1ddeqaQxJytOHViEzIFyT3s2b69q2qM229ook7+qtkXXY+UTqU6s/Ydbk1d27+u7fp6dSxzpcRwU9xbf+WxVbpwugV6ZmdWrER7B46/DPYg9etioLNXsqSX8f+b6lVrWccksniZjgVXwIijafdvV5NYIXhMySh3STvcYCG5CEgkkooexhRhoHTjfZcQmWOJ5p9Pmm2BmUuFIIGZ/5xgINdvxxRxiOgHLABBdIQANrlOn1nonVLfhYZVUlcYcnrWByxgigqVWVDmkggYQdk9ShQ152qFECCEEoMR2RRBo5pFcnoCEILLOAkgcbFSLHwgR60QjWCWUkYogYadDQhxAHklmimRIY51ddE5DR4iit3JZblIfidaARQcxpxiCrAPIHJ4eckRtrgiJIqJASTGAqCBOc8AELdniiCqP+l3BRxwmommoqZVkdmlcYe8hCyiudBAEqiaEWiSKDeUmggxlmnMGsGWiEAQgrtdSiyid2hOFss86eMd1YkQlZhyCanFKLK4qEUcdcxcI3KgtrCJKJJZRUYm8llHCySi2mmCJLJvXeW8kllvSRRLJXRZYEIZyIYsoprcgiyBl1jNmuscAxKNYIjrTSyiset+LKvv2eMkvIHrPiCiiDIOEed169oQMbbFzSCiSUaMKHEiUAQezFo43qlQ5h9MGJK7aMQootAfZLCy21LD3KyZZcQIYJW+om5AF1hAFJJ2KIAVjWQwIt3LFHAglCGiNM0koqtpzy9NOnyG3KKKyYksj+GUlo+YbWrAGhQwleGDLIGRccIASoZvf2bmR1IEEGIaC4Ugotp/T7cL+tcOLHGNqFq9aYQdhR6FzGNX4d2q59+0EZe2yiSilO91vLKpMEgUYdcpU9nrKFqh4foVYZF1m2HZNSuymksPKHGXaIiKuMrOkApO/CV8Z6V5LpoEMn+5pbrSm2tDLJGR8AieSBB9CYBxLXW5x9WsTnKkEaf8hCC/mxtCI+K57QUtn8spo0AQISXLDDAeDHuPnRb3tSGgEZHtGKUZTCFZ1wxChcMYpTsAIQaagAwpATGRrQIAwRutEa7pCTQDlQPhCEWQnYwAlVnOwSeAiDHzrBQVdEogv+n+GPWGiTnyZVYhN/WIOBsPfC+iWMBWnwAylaYYu9DcEOaCgBJTzWCRBkDUnw2lQrYkEKV7DiEGgYwQhfeLaMpS1hExhDI1zhOTNc4AQ6GIEbzlCIUDwnDWCRU/Hu8wFH2OJkjgiDBsLSQDZqz43UYYEOgsCJSrghDReg0wHcABcy7CEXk4DRdgx1ACCAAA14QMUtTPEJLanPkW3MzhuLt4Y9EMIMNPjUsA7wATR8oBACHI+QpmMCCuQFBGQ4xC34wIdNHKILuoRlfWKYMK886VvCZM0E3KAGKLlmLFuiwRvyYoIzGMIPH1oDHwDFRDY6MZtqnJ59xHKCeIKrKmv+WMMI1ImINGDNBGxYwwfU+CMXStM31IRZa7jyreN4hQ174EO0AEaGOoBKk6c7KAwhaaERkVAyFtOLEvTACU1AwhWTCIMZ4KQXkGZTowjl6KDWcoY/nGwWuKDEIcCzRpjGMkWiOkAQLhAGm5ECFqKgRB/249MHyjRBDjrDISrYCk0EYQz7aSdM3+muGeXhEozIQyc4MQaLatWnXLVOnRRoBjL0AROA6t1ZD5pWtUpyLSeopR1oYNCm/pRBgyKlXpgQhCj5daOynKuCviK6wyIWqGTSVSMd+8jEFqs1I1IsXRNKWVjWtbMO/Cxosyfa0aqutKY1G2pTe7HVsvaynH2s7WljK1vV0ra2rb0tbmH71N02zrW+hapug1um4RJ3UMY9rqiSq1x3Mbe5GLMsdHkr3ekKCrjWJQ12s6ug53K3u7397nLDK17nkre80YUsetML2PWat7ruZe8s47u689IXvPC9r3bZkg5iMIEJT1iCgAdM4AIb+MAITrCCF8zgBjvYwE9gAhfO8Q982CMf9cCHhjfM4Q57+MMgDrGIR0ziEpuYw/Wohz3o8Y+AAAAh/gA7"
24,Colombia,"data:image/gif;base64,R0lGODlheABQAPf/AOPfsejihOnjg+njhOjiguPgxOvjdPzvCP3vBP3wBObhm+zkcf7xAv/xAP/yAP7yAObhmuvkcv7xBP3yAOfim+zkcv7wBOvjcv/wAOfhmv7xAP3xAP7wAO3lcP/yAf/zAP/0AOfhmeffdfbpDPfrCffqCfbrCfbqCePenHecuyBzpB1yox5ypB1zpB5zpB1wopqyx2SSxQBjtwBhtgBitwBftY6szWiVwgRnsgFlsQFmsgFjsJGuy2iVwwNnswBlsgBmswBjsZGuzGmUwgVmsQJksAJlsQJir5Gty2GWxwBqugBouQBpugBmuIyuzomPrERXjEJVi0NVjEJVjENWjEJTiqapveV5bfUfIPYZHfcaHfYaHvcaHvYXGuKck+B5cekfJusbI+scJOocJOoZIN+elusfJuwbI+wcJOsZIOF5ce0bI+0cI+0cJOwZIOwfJuCeluB5cOCdlesZIeF3buscIe0XHu0YH+wYH+wVG+CclNytotyEed2Cd92CeNyCeNyAdd2+twAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAChAIoBMAAABDgAAAAY8qAADR15ASgAAHb+EvoqGAAgdrAAGwSJ7QAAAQEoAFwEigAY8lzg4+BldwB3XAAAAAAAAAAAAOAAAAAY8vvIB/LgdmEAGHb7yAAAAP//AFgCSAJFikWKWAAYAgAAAAAAABjyuABAAAAAAAAAABjypAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAgEBAHYAGHW+QQAAAAAAAIAAoQSDlAAAAAACACQAAAMsAAACdQEwAAAEigAAAAAEBHhIAAEEgwAAAIOUePMABOMAGHdc4AAEBPM0AFgAGAJFioOUePMUBHAAGHdc56EAAAAAAIAAAASDlBjzJPx6AF53W3b6ygAEBPNYAGAAGAAY8wAACAAOAHQAAAI+DwAAAAQEAGYAAABAuEWKWAAAAgDAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAAFv8eiH5BAgAAP8ALAAAAAB4AFAAAAj+AAEEEEBwgMGDCBMqXMiwocOHECNKZEiggIEDCBJkTMCxo8ePIEOKHEmypMmTKEMiULCAQQMHLx3InEmzps2bOHPq3Mmzp0+bDxpAiCDhp9GjSJMq1TmhAYUKFl7GXEq1qtWkDYJCqFD0qtevYHEGfdo1rNmzVcdyRcu2rVG1Zd3KnUsTLt27dO3i3ctWL9+/YP0CHpzW6VrCiJcKTszY5+LGkHM+jky5ruG4lTPLnKw5MufOjT+DTix6NOHSpgGjTs13NWu8rl/nvSwbcuzabm/j7kt7N2Ldvs0CDx64N/G/w49fTa68MNnmrZ1eiAoT+tysGDJcSKChu/fv4MP+ix9Pvrz58+jTl9/AQUEHDx9AxAdBv779+/jz69/Pv7///wDeF58DIYgwAgkklIDgggw26OCDEEYo4YQUVmghhCacgEIKKqzAQgsuhCjiiCSWaOKJKKao4oostnjiCzDEIMMMNNRo44045qjjjjz26OOPQAbZYw023IBDDjokqeSSTDbp5JNQRinllFRWGeUOPPTgww9AdOnll2CGKeaYZJZp5plopllmEEJoyaWacMYp55x0ksmmm3XmqeeefN65JZ+ABiqonW3+OeihiO7p55uJNupomos+KumkYkZK6aWTWorppolqyumngXoK6qh5ikrqqXGaiuqqZ6rK6qv+lQoxBBFFGGHrrbjmquuuvPbq66/ABiusr0cgkYQSSzCh7LLMNuvss9BGK+201FZrrbRNOPEEFFFIMQUV4IYr7rjklmvuueimq+667JL7bRVWXIFFFlpswcW9+Oar77789uvvvwAHLPDA+9rbhRdfgBGGGAw37PDDEEcs8cQUV2zxxRhLPIYYZJTxhRlnoCHyyCSXbPLJKKes8sost+yyymmUoYYZa7DRxs0456zzzjz37PPPQAct9NA8o9GGGzK/sQbRTDft9NNQ/+wGHGooHfXVWGet9dRVL63112CH3TPXVott9tlZk+012my3PbTabsctN89wz2233HXfrTdn2nnv7TfYff8t+NWBD25404UfrnjQU8eh9BmLRy60G3LMHPLLmGeu+eacpzwHHHTUYccdpJdu+umop6766qy37vrrsKuOxx156LEHH334ofvuvPfu++/ABy/88MQXbzzwf/gBSCABAQAh/gA7"
25,"Congo, The Democratic Republic of the",
26,Czech Republic,
27,Dominican Republic,
28,Ecuador,
29,Egypt,"data:image/gif;base64,R0lGODlheABQAPdoABsXGBsXGBsXGBsXGBsYGRwYGRwZGh0aGx0aGx4bHB8cHSEdHiIeHyIeHyIeHyIeHyIeHyIeHyIeHyIeHyIeHyMfICMfICMfICMfICMfICMfICMfICMfICMfICMfICMfICQgISQgISQgISQgISQgISQgISQgISQgISQgISQgISQgISgfITYfIUYeIWEcInwbI5IZI6IYI64YI7YXI7oXI7wXI7wXI7wXI7wXI70XJL0XJL0XJL0XJL0XJL0XJL0XJL0YJb0ZJr4aJ74cKb4dKr4dK74eK78eK78eK78eK78eK78eK78eK78eK78eK78eK78eK78eK78eK78fK78fK78fK78fK78fK78fK78gK78gK78gLL8gK78gK78gLL8gLL8gK78gK78gLL8gK78gLL8gK78gLL8gK78gK78gLLklMbAsNqgyO6BBSJRNU6FSWaxWXrFcZLpjbL9kbr5lbr5ocb9sdL1wdrZyeKt2e5x7f5N+gJGDhY6IiY2Jio2Ki42LjI+NjpSTlKKhobe1tsnHyNDPz9LQ0dLR0dPR0tPR0tXT09bV1drZ2d3d3d/f3+Li4uXl5ejo6Ovr6+3t7fDw8PLy8vX19ff39/n5+fr6+vv7+/39/f39/f39/f39/f7+/v7+/v7+/v7+/v7+/v7+/v7+/v7+/v7+/v7+/v7+/v7+/v7+/v7+/v7+/v7+/v3+/f3+/f3+/f3+/f39/f39/f39/f39/f39/f38/Pz8/Pz7+/z7+/z7+/z7+/z7+vz7+fz69/v59fv48fv37vv37Pr26vr05/ry4frw3Pnu2fnt1/jr1vjp0/fm1Pbi1PTb0/LV0/HS0/HS0/HR0/DR0/DR0+/R0/DR0/DR0/HS0/LS0PTTxfbTtPjUpPrUl/rTkvrSj/rSjvrTjvrTkPrUkfrUkvrVlPnWlvnWmPnXmvnYnPnYnfnYnvnZn/nZofnao/nbpfncp/ndqfndq/nerfnfr/nfsPngsfngsfjgsvjhtPjitvjjuPjjuvnkvCH5BAgAAGgALAAAAAB4AFAAAAj+AO/UqUNnoMGDCBMqXMiwocOHECMuLDhnEJw0adCgwcixo8ePIEOKHEmypMmTHzemEXIHzpQpRYwcmUmzps2bOHPq3Mmzp8+fNo0U4XKj5ZQtU7goXcq0qdOnUKNKnUq1qtWnU9IAMYqUy5avYMOKHUu2rNmzaNOqXSuWS9atLruynUu3rt27bbPm4JoUr9+/gO+61crXa+DDiBODHQz3aF/FkCPbZVxYsuXLaCnHfYy5s2fNjg17Hm0ZtFzSqCGb5py6NeDVol3LFvy28uzbdWHj3s1WN+/fZ30DH56X8ObYxIkLT668tsspR15Kn069uvXr2LNr3869+/UjW+D+HnF7tbz58+jTY02z93l07/Djy59Pvzp4uF9R6t/Pv7//kXDdUIOAORRo4IEIJqjgggwmeEODEEYoYYQDAkHDHddcU4021Gjj4YcghijiiCSWKGKH1aRITYcdmujiizB+iOI1h1xyyo045qjjjjz26OOPQAYp5JBCQkKJL77kkmQuTDbp5JNQRinllE4mScw/WB6jy5JUdunll00myUsuj1CiiiqnoEnkmkGqiaYqs6gSzD3/JLPMmXimqSebfPaIJiqnlHnmnn0WeqOaab4JaDHInJLMLadAOuibhlb6Z6BmUlppoXiqgkost6iiiy7FLDOMMsGcMksus6ia56b+fV4qqKawstlpMMnkKswpyOSTzz+33ILMMskMM0uordZq6ymAzkqoskMCGmoy8SRjzDLN6MNPPu3808wxxuzzT6TPQtsms5hOai6RZ+ZySjPiqLMMqc1g2UwymxgDjzj16InoukDKmmm5APt5yi+q/BOOOufw00wzyiTz8D/tnHOOPKpACmjBAaPr7L8c83jmL6f8Ey8685QjzjCn1COOPetYHE/Gg4bso8Dq2mywu/+Mkw4674yzsioux8PwOfCEWrPOO+JMK9M5ngnpPuOcg0465wzt8jroWLxOMJJC3bTHA4Msdp4uo4MOO+6IU4wq8oxztDnoBPOq2Dg6TTD+1GhCOk/V6KgzDzzElOzO0eeYwzIqZvNNds5438g4pPCM0zW/9TSDDD/7YF3OOeQMI3XkeT/+NN6dBp1OOOI8XE89/CjTtsXjFJMo6YeavjfTUuvijsrs9ONtPPF428884WR9zO24690408j+0o447iDzzzL/vANPPvUm04844yy/dOTO456onOakU8wx3vJzTjny1NvMLPuIg8z45Ov+vM5KF4MOMv7ghz2aUY93xAMezeCHPOaBjHosI1L7s1n5mncmYRxjGfSol/DqMY9/6MNb3jIGMc6ULNJN0HxomsXE/oHAf8SDHsngXDKUYQxV7U5nJzQhnozxsIn1gx/+WLqHP5rxQE/dUIJkC9URcZioYBjjGMjIVTKQgYxjFGMYkjrd2cj1iElsYhO6AOOoxkjGMprxjGhM4xh9cYtRaSITb8xEJkbVRjXa8Y54HBUYwfgIG5nvjwCLhCEGqYhCGvKQiEykIhfJyEY68pGQjCQjB1kINwAAAAPA5AA2yclOevKToAylKEdJylKa8pSd1CQA9uCGDIDAlSCIpSxnScta2vKWuMylLnfJy17W0pUFYOUCMgCBDBjzmMhMpjKXycxmOvOZ0IymNJe5ABCs0g3FLOY0t8nNbnrzm8qEAAgGwMpsgvOc6EznOcVJTmwSU53wjKc8wznOcr5znvijzCc42WlPberznwB9Jj/d6c+AGvSgxKwnQRHK0IAO1JwNjSg+H3pPiVpUnRQt6EU36s2McvSjHVUoREFK0mh6tKQodeZJU8rSZK60pTB9KUxZKtOZorSmNiUpTnP60Z3ydKM+/alFB2oABBQVAUhNqlKXytSmOvWpUI2qVKdKVaYaIAGrHAQgAPGHrXr1q2ANq1jHStaymvWsaE3rWLvaB0IEBAAh/gA7"
30,Estonia,
31,Ethiopia,
32,Faroe Islands,
33,Finland,
34,France,"data:image/gif;base64,R0lGODlheABQAPcTAGGdyTiGwDiGwTmGwDiCvsHS4Ozr6uXn6Ojo6efo6Ofm5+fs7OfGxuxJT+xOVOxPVemUlzWCvQBlsgBmsgBgr8Xb6/79/fn7/P39/fz8/Pz6+v3+/vjLy+sVHewcJOwdJewWHeZ3ezWDvQBms8fd7v////z9/v/+/v78/PrNzusUHO0cJO0VHuZ2ejaCvABmsQFmsgBhsPvNz+wTHesdJe0UHud1ewFms8bc7fv9/v7+/v7///rMzusUHTaDvewUHed2ewBlsQBgsMfd7ed1egJmswFhsMfc7fv8/f37+/rNz+wdJOseJewWHuZ2ezGBvABisABjsQBjsgBersbc7vrLzOwQGe0XIOwYIe0RGuZzeHGfyEqHvUqHvkqIvkqIvUqEvMLR3ero5+Lk5eXl5uTl5uTj5OTq6+THxuRbV+RfXORfW+RgXORaV+SbmQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAChAIoBMAAABDgAAAAY8qAADSMZASgAAHb+EvoqGAAgdrAAGwSJ7QAAAQEoAFwEigAY8lzg4+BldwB3XAAAAAAAAAAAAOAAAAAY8vvIB/LgdmEAGHb7yAAAAP//ALgCSAJFk0WTuAAYAgAAAAAAABjyuABAAAAAAAAAABjypAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAgEBAHYAGHW+QQAAAAAAAIAAoQSDlAAAAAACACQAAAMsAAACsQEwAAAEigAAAAAEBHhIAAEEgwAAAIOUePMABOMAGHdc4AAEBPM0ALgAGAJFk4OUePMUBHAAGHdc56EAAAAAAIAAAASDlBjzJPx6AF53W3b6ygAEBPNYAGAAGAAY8wAACAAOAHQAAAI+DwAAAAQEAGYAAABAuEWTuAAAAgDAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAAFv8eiH5BAgAABMALAAAAAB4AFAAAAj+AAEEGBhAgMGDCBMqXHhw4AACBQwcQECxosWLGDNeTKBgAYMGDkKKHEmypMmTDxpAiCChpYQJMGPKnEmzZsyWEyhUsHABg8+fQIMKHRo0g4YNHDp4WMq0qdOnUKN+ABFCBE4JI7Jq3cq1q1etWEdQIFHCRImzaNOqXctW7QkUJVKoWOFhhd27ePPq3ZvXwwcWLVxMGPFihM3DiGUahhGDrNm2kCOvhStjRt2omDM/XUGjhg2rL8N+HU06K9YbFHCUyCG5dWQdKHbw6EGXr+3bev0C9jF4cOnfpG80Luu6OFvKP3ArX/4XCG/DwKN7Fe7YuHW0yJdrt938uW/p4Ef+UCd+3Xr27ejxdu8dPvz4x+WLn0+ffj309tLfxzc+n/52+9/h95t++7nWn3/MseAcewICR2CBkh2IIG4ANujgcPBBCJmEE3KnoHcWDoihhhGWIENyHSa44H0hjvYgiceZiGKKFH7IYItfvQijWhzSmFeFOOY44o4xnuhjjSsGGORWOhJ5Vo9H2gXkklw16SSUUU5JpVZWEonlkVpuKd6QTqb1pY9hbtnljmfSmCaVa8LYZopvLhkniXN2WGeQd2qY54R74tgnhH8iGGiLgxZYqH+HhpjofovS16iFj8YXaX02sijmmNWVaaaMUXqY5KZckulpCZeiN2mDlZaX6n/+mSqppqmevqrdqgK2ep2tKoJIKqfknYoqqKHuhSt+uppHbLE/xvorsBnWuiyzdx3bXrL8TUvtCta6R2uZvCrXLXjYyqcttePm9+2V5zKbbnTlGthuse9e2Kmw4SLpK6nxtpbvbfWKeO+p/4q676b9lmjkttU6+2vCkRXMV8ClQbzhvKFSHNy6XmKcpcP8csymx2CCjLDIcpKMpsliWtyWxMayPOvA0i7MMLcyw4kyniq7mbOdO/vZM50/8xk0oUPrWbSgRyuaNKBLI9o0pE8bGrWjU1taNaNXU5q1q1tL2jWrX+8aNqajPly2sjYzrLGLa2fb9rZvC0kzuGerOnb+rnGbOze6eyPbt7x/uxv4tYP7mzesaYd8N7uF03u4t493HHnGk5ObuMIzup25upWPfPnHjZ8cesqjl1x6y5tHvPitn8Pb+sWpr7z6zMES/HqvN5qee82d0/1hECOItuVLMAgxxGrClvBWCbPVtq1uRPgAww3X36D99tx37/333RdhxBE6IKHD+einr/767K+fhA5KdLDE/PTXb//9+OfPRBNOPAFFFACUggAHSMACGvCAA4yCFKIwBSr8Dm9VsMIVJkjBClrwghjMIBayoIUtcKELXOCCF0ZIwhKa8IQoJGEIvwCGMIhhDGSIoQxnSMMa2pCGZTDDGdCQBjWsQQ0RQAyiEIdIxCIOcQ1saIMbAgIAIf4AOw=="
35,French Guiana,
36,French Polynesia,
37,Gambia,
38,Germany,"data:image/gif;base64,R0lGODlheABKAPf/AHh0dVVRUlNQUVFPUFJQUVRRUlBMTZWRkiMeHyIeHyMfIBsXGH97fFRQUSMeICIdHyQfIX57fCIdHiUeIHx6eyEeHyEdHhoWF317fCUfISQeICQfICYfIRwXGH17e09PUB0dHh4dHx4eHyAeIBYWF3x6fF5PUjIdIDAfHjAeHjEeHTEeHjEgHysWGIJ7ftRRVd0cJt8aJdwbI90bI98bJt4UINF8e+RPVvAbI/AaJPAbIfEaIvEbIvAbJfIUHNl7gOBOU+0bI+obI+obIuoaI+sbI+ocJO4THNV6feBPVO0bJOwaJOwbI+wbJe8UHdZ7fuFPVO4bJOwbJOwcJfAUHe4aJOsaJOsbIusaI+sbJfATHeBPU+waI+wZJO0aJOwcJO8UHNV6fu4bJescJescI+sdJfEUHttMTuoVHuwTIesTIusUIOwUIewVIuwNF9N5e+etdvalU/elU/mmVPmlU/elVfejTtu2kuvQhfvXZPzWY/7WZf3XZf7XZfzWZP3YYN7Mm+rJgvzKYfvKX/zKYPvLYfzLYfvKYP7LXd3ImuvKg/vNYfzMYP3NYfzNYv3NYvvMYf3OXd7Im+vLg/zNYPzOYv3OYvzNYf7OXt7Jm+rLg/vMYPzMYfvNYvzMYvzNX/3MYPzOYf3OYf7NXvrNYfvMYvvNY/zNY/vMY/zOXd3Jm+/KhP3NW/7NXP/NXP/OXf7NXf7NV+XIndPLo+LJj+LImOHInOHHm+LInOHImePKjMjJuQAAAAwAAAAAAAAAAgEBAHYAGHW+QQAAAAAAAIAAoQSDlAAAAAACACQAAAMsAAACxQEwAAAEigAAAAAEBHhIAAEEgwAAAIOUePMABOMAGHdc4AAEBPM0ANgAGAJFloOUePMUBHAAGHdc56EAAAAAAIAAAASDlBjzJPx6AF53W3b6ygAEBPNYAGAAGAAY8wAACAAOAHQAAAI+DwAAAAQEAGYAAABAuEWW2AAAAgDAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAAFv8eiH5BAgAAP8ALAAAAAB4AEoAAAj+AAEEEDCAgMGDCBMqXMiwocOHECNKXDiggIEDARAk2Mixo8ePIEOKHEmypMmTIxUsYNAggQMEDxzInEmzps2bOHPq3Mmzp8+aDxBAWBBhgIQHChIoWMq0qdOnUKNKnUq1qtWrTpVOWECBQIWNFlCKHUu2rFmPYSFcwEDAZVKscOPKnUs3q4IMC9i6VVq3r9+/c5Xi1evgLeDDiBMzFZy3bWG+iiNLlsuYsOHJmDNLrez4subPnznvBU1as+jHpVNLPu1ZtWu/rCG/nk03Nu3bge82Ho2791XbvoNPBS68uN3BnWUbN058OXPdlpU7D84ZgQYNCDZo3869u/fv4MP+ix9Pvrz57tY5dPDwAUQIESBEyJ9Pv779+/jz69/Pv7//+vGNQEIJJpyAQgoqrKDgggw26OCDEEYo4YQUVmhhgyqkwEILLrwAQwwyyDDDiCSWaOKJKKao4oostujiiyaGSEMNNtyAQw467MDDjjz26OOPQAYp5JBEFmnkkT7uoEMPPvwARBBCDEFEEVRWaeWVWGap5ZZcdunll2BeScQQRhyBRBJKLMHEEkq06eabcMYp55x01mnnnXjmCaeaTTjxBBRRSLGmnoQWauihiO7JxBRU/BnooIlGKumkh6rJqKOCsknpppx26qaljQKaqaekloooqJhCauqqrNKJqqj+qrYqq6yvPqrprLiuWuuoufZK6q6x+iqspMDeOuyxpy4aqq3INlupsqka6+y0dhZL7bXVQgurtNh226a13ob7rbbMihvuq1VYcQUWTLTr7rvwxivvvPTWa++9+OYLLxZXZKHFE1sEwQQXXXhh8MEIJ6zwwgw37PDDEEcsccJdcPEFGGFAIcYYZEjxxccghyzyyCSXbPLJKKes8soiS0FGGWY8cQYaaaixBhs456zzzjz37PPPQAct9NBE77yGGm248QYcccgxBx1zRC311FRXbfXVWGet9dZcd0011HXYcQceeeixBx99pK322my37fbbcMct99x01802H3v48Qf+IIEIMgghhRgi+OCEF2744YgnrvjijDfueOGFEHIIIokosggjjTjyyOacd+7556CHLvropJdu+umeO9IIJJFIMokjlDRSiSW012777bjnrvvuvPfu++/A315JI5dgksnrsc8e/PLMN+/887YPX/zxsMsO/fXYZ/+89MYjb7324Icvfu3cU5/8+Oinvz3x3VevvPrwx797+d6/L//999PvPv78y6//+f0LIPr+9z0BGlB7BLTfARfovAQy8IENZJ/5CgjBCvrOgRbMIO8wqMEOCk+C9fOgCMknQU0sYhOc6IQjVsjCFrrwhTCMoQxnSMMa2vCGLuwEJ1iXCUV44hOGoAiFKIZIxCIa8YhITKISl8jEJjrxiUYMBSgoMYpEaIIUpfCEKU7BxS568YtgDKMYx0jGMprxjGj8oik8gYpUqGIVrGiFK1rxijra8Y54zKMe98jHPvrxj4AMJB7lCItYyGIWtKiFLW6Bi0Y68pGQjKQkJ0nJSlrykpjMJCRvYYtc6GIXAQEAIf4AOw=="
39,Greece,
40,Greenland,
41,Holy See (Vatican City State),
42,Hong Kong,
43,Hungary,
